"B_index","B_id","Latitude","Longitude","Media","B_Size","Influence","B_Cost"
"207","1624","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"208","1631","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"209","1632","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"210","1633","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"211","1635","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"212","1636","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"213","1639","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"214","1641","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"215","1642","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"216","1643","40.755411","-73.912092","Poster","242.74","0.011599924","5418.19954"
"217","1644","40.74201","-73.91488","Poster","242.74","0.011599924","5418.19954"
"218","1645","40.74201","-73.91488","Poster","242.74","0.011599924","5418.19954"
"219","1646","40.74201","-73.91488","Poster","242.74","0.011599924","5418.19954"
"220","1649","40.74201","-73.91488","Poster","242.74","0.011599924","5418.19954"
"221","1650","40.74201","-73.91488","Poster","242.74","0.011599924","5418.19954"
"222","1653","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"223","1654","40.74287","-73.91571","Poster","242.74","0.023199847","5418.19954"
"224","1657","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"225","1658","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"226","1659","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"227","1667","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"228","1668","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"229","1669","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"230","1670","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"231","1688","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"232","1689","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"233","1705","40.74287","-73.91571","Poster","242.74","0.023199847","5418.19954"
"234","1706","40.74287","-73.91571","Poster","242.74","0.034799771","5418.19954"
"235","1707","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"236","1708","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"237","1728","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"238","1729","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"239","1734","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"240","1735","40.74287","-73.91571","Poster","242.74","0.023199847","5418.19954"
"241","1739","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"242","1740","40.74287","-73.91571","Poster","242.74","0.023199847","5418.19954"
"243","1741","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"244","1742","40.74287","-73.91571","Poster","242.74","0.011599924","5418.19954"
"245","1743","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"246","1746","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"247","1747","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"248","1758","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"249","1759","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"250","1760","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"251","1761","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"252","1762","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"253","1763","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"254","1764","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"255","1765","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"256","1786","40.74591","-73.93307","Poster","242.74","0.011599924","5418.19954"
"257","1787","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"258","1788","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"259","1789","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"260","1790","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"261","1791","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"262","1792","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"263","1811","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"264","1812","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"265","1813","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"266","1814","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"267","1815","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"268","1816","40.74456","-73.93622","Poster","242.74","0.069599541","5418.19954"
"269","1817","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"270","1818","40.74456","-73.93622","Poster","242.74","0.046399694","5418.19954"
"271","1819","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"272","1820","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"273","1821","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"274","2000","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"275","2501","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"276","2502","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"277","2510","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"278","2527","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"279","2537","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"280","2538","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"281","2539","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"282","2540","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"283","2541","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"284","2542","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"285","2543","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"286","2544","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"287","2545","40.74456","-73.93622","Poster","242.74","0.034799771","5418.19954"
"288","2550","40.74456","-73.93622","Poster","242.74","0.034799771","5418.19954"
"289","2551","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"290","2552","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"291","2553","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"292","2554","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"293","2555","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"294","2560","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"295","3006","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"296","3008","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"297","3011","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"298","4008","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"299","4011","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"300","4015","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"301","4017","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"302","4030","40.74456","-73.93622","Poster","242.74","0.023199847","5418.19954"
"303","4031","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"304","4032","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"305","4042","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"306","4043","40.74456","-73.93622","Poster","242.74","0.011599924","5418.19954"
"307","4048","40.74442","-73.93895","Poster","242.74","0.011599924","5418.19954"
"308","4049","40.74442","-73.93895","Poster","242.74","0.011599924","5418.19954"
"309","4050","40.74442","-73.93895","Poster","242.74","0.023199847","5418.19954"
"310","4101","40.74442","-73.93895","Poster","242.74","0.011599924","5418.19954"
"311","4103","40.74442","-73.93895","Poster","242.74","0.011599924","5418.19954"
"312","4111","40.74442","-73.93895","Poster","242.74","0.011599924","5418.19954"
"313","4527","40.74001","-73.93454","Poster","242.74","0.011599924","5418.19954"
"314","4533","40.87211","-73.85539","Poster","242.74","0.011599924","5418.19954"
"315","5014","40.87211","-73.85539","Poster","242.74","0.011599924","5418.19954"
"316","5015","40.87211","-73.85539","Poster","242.74","0.011599924","5418.19954"
"317","5024","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"318","5032","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"319","5038","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"320","5039","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"321","5049","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"322","5050","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"323","5072","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"324","5078","40.87909","-73.84348","Poster","242.74","0.023199847","5418.19954"
"325","5079","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"326","5081","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"327","5082","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"328","5083","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"329","5085","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"330","5505","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"331","7001","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"332","7005","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"333","7006","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"334","7007","40.87909","-73.84348","Poster","242.74","0.023199847","5418.19954"
"335","7011","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"336","7012","40.87909","-73.84348","Poster","242.74","0.011599924","5418.19954"
"337","7013","40.815735","-73.895822","Poster","242.74","0.011599924","5418.19954"
"338","7014","40.815735","-73.895822","Poster","242.74","0.011599924","5418.19954"
"339","7015","40.815735","-73.895822","Poster","242.74","0.011599924","5418.19954"
"340","7018","40.815735","-73.895822","Poster","242.74","0.011599924","5418.19954"
"341","7019","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"342","7020","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"343","7022","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"344","7023","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"345","7024","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"346","7038","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"347","7042","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"348","7203","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"349","7502","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"350","9501","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"351","9512","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"352","9513","40.83036","-73.90452","Poster","242.74","0.011599924","5418.19954"
"353","20000","40.83584629","-73.8836622","Poster","242.74","0.011599924","5418.19954"
"354","20011","40.83584629","-73.8836622","Poster","242.74","0.011599924","5418.19954"
"355","20022","40.86193","-73.89267","Poster","242.74","0.011599924","5418.19954"
"356","20023","40.86193","-73.89267","Poster","242.74","0.023199847","5418.19954"
"357","20045","40.86193","-73.89267","Poster","242.74","0.011599924","5418.19954"
"358","20048","40.86193","-73.89267","Poster","242.74","0.011599924","5418.19954"
"359","20064","40.86193","-73.89267","Poster","242.74","0.011599924","5418.19954"
"360","30033","40.86193","-73.89267","Poster","242.74","0.011599924","5418.19954"
"361","30034","40.86193","-73.89267","Poster","242.74","0.011599924","5418.19954"
"362","30056","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"363","30096","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"364","30101","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"365","30105","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
"366","30501","40.85945","-73.887455","Poster","242.74","0.011599924","5418.19954"
